mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	3	1		g.i[i	g	i	i	i	i							m	1	1	0, -3, 1		0	0
1	1	3/8	3/8	6/8	3	1		V2(6)	g	i	i	V2(6)	V		2	6				Mm7	1	1	-1, 1, 5, -3		1	-1
1	1	5/8	5/8	6/8	3	1		V2	g	i	i	V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
2	2	0	0	6/8	3	1		i	g	i	i	i	i							m	1	1	0, -3, 1		0	0
2	2	1/8	1/8	6/8	3	1		#viio6	g	i	i	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	2	1/4	1/4	6/8	3	1		#viio43	g	i	i	#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
2	2	3/8	3/8	6/8	3	1		#viio65	g	i	i	#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
2	2	5/8	5/8	6/8	3	1		i]	g	i	i	i	i							m	1	1	0, -3, 1		0	0
3	3	1/8	1/8	6/8	3	1		#viio7/iv	g	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
3	3	1/4	1/4	6/8	3	1		#viio43/iv	g	i		#viio43/iv	#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
3	3	5/8	5/8	6/8	3	1		#viio65/iv	g	i		#viio65/iv	#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
4	4	0	0	6/8	3	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	1/4	1/4	6/8	3	1		ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
4	4	3/8	3/8	6/8	3	1		V7(6)	g	i		V7(6)	V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
4	4	5/8	5/8	6/8	3	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
