mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	3	1		Eb.I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	3/4	3	1		ii%2	Eb	I		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
1	1	5/8	5/8	3/4	3	1		viio43/V	Eb	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
2	2	0	0	3/4	3	1		V6(2)	Eb	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
2	2	1/4	1/4	3/4	3	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	0	0	3/4	3	1		IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	1/2	1/2	3/4	3	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	5/8	5/8	3/4	3	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	4	0	0	3/4	3	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
4	4	1/4	1/4	3/4	3	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	4	1/2	1/2	3/4	3	1		I6(#11#2)	Eb	I		I6(#11#2)	I		6	#11#2				M	0	0	9, 1, 0	6	0	9
5	5	0	0	3/4	3	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	1/4	1/4	3/4	3	1		ii65	Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
5	5	1/2	1/2	3/4	3	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	0	0	3/4	3	1		I|IAC}{	Eb	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
6	6	1/2	1/2	3/4	3	1		ii%2	Eb	I		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
6	6	5/8	5/8	3/4	3	1		viio43/V	Eb	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
7	7	0	0	3/4	3	1		V6(2)	Eb	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
7	7	1/4	1/4	3/4	3	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	8	0	0	3/4	3	1		IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
8	8	1/2	1/2	3/4	3	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	8	5/8	5/8	3/4	3	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	0	0	3/4	3	1		I}	Eb	I		I	I						}	M	0	0	0, 4, 1		0	0
9	9	1/2	1/2	3/4	3	1		{	Eb	I									{		0	0				
10	10	0	0	3/4	3	1		V2/V	Eb	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
10	10	1/4	1/4	3/4	3	1		I6/V	Eb	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5
10	10	1/2	1/2	3/4	3	1		V65/V	Eb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
11	11	0	0	3/4	3	1		I(#74#2)/V	Eb	I		I(#74#2)/V	I			#74#2	V			M	0	0	1, 10, 0, 2	13	1	1
11	11	1/2	1/2	3/4	3	1		I/V	Eb	I		I/V	I				V			M	0	0	1, 5, 2		1	1
12	12	0	0	3/4	3	1		ii6(11#72)/V	Eb	I		ii6(11#72)/V	ii		6	11#72	V			m	0	0	0, 4, 5, 8	2	3	0
12	12	1/8	1/8	3/4	3	1		ii6/V	Eb	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
12	12	1/4	1/4	3/4	3	1		V7(96)/V	Eb	I		V7(96)/V	V		7	96	V			Mm7	0	0	2, 6, 5, 0	4	2	2
12	12	1/2	1/2	3/4	3	1		V7/V	Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
12	12	5/8	5/8	3/4	3	1		I/V|PAC}	Eb	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
13	13	1/2	1/2	3/4	3	1		V2{	Eb	I		V2	V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	0	0	3/4	3	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	1/4	1/4	3/4	3	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	3/8	3/8	3/4	3	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
