mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	4/4	3	1		F.I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	3	1.0	3/4	3/4	4/4	3	1		viio43/V	F	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
2	2	4	3.0	0	0	4/4	3	1		V6(2)	F	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
2	2	7	1.0	3/4	3/4	4/4	3	1		V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	8	3.0	0	0	4/4	3	1		IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	11	1.0	3/4	3/4	4/4	3	1		vii%2	F	I		vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
4	4	12	3.0	0	0	4/4	3	1		#viio7/vi	F	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
4	4	15	1.0	3/4	3/4	4/4	3	1		#viio43/ii	F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
5	5	16	3.0	0	0	4/4	3	1		#iv7	F	I		#iv7	#iv		7					mm7	0	0	6, 3, 7, 4		6	6
5	5	19	1.0	3/4	3/4	4/4	3	1		viio43	F	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
6	6	20	3.0	0	0	4/4	3	1		iii7	F	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
6	6	23	1.0	3/4	3/4	4/4	3	1		V43/V	F	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
7	7	24	2.0	0	0	4/4	3	1		V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	26	2.0	1/2	1/2	4/4	3	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	28	6.0	0	0	4/4	3	1		I|IAC}	F	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
8	8	31	0.0	3/4	3/4	4/4	3	1		{	F	I									{		0	0				
9	9	34	2.0	1/2	1/2	4/4	3	1		V2/V	F	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
10	10	36	2.0	0	0	4/4	3	1		V6(#72)	F	I		V6(#72)	V		6	#72				M	0	0	5, 2, 3, 6		1	5
10	10	38	2.0	1/2	1/2	4/4	3	1		V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	11	40	4.0	0	0	4/4	3	1		IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	12	44	4.0	0	0	4/4	3	1		I64	F	I		I64	I		64					M	0	0	1, 0, 4		0	1
13	13	48	2.0	0	0	4/4	3	1		ii65	F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
13	13	50	2.0	1/2	1/2	4/4	3	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	52	4.0	0	0	4/4	3	1		V65/vi}	F	I		V65/vi	V		65		vi		}	Mm7	0	0	8, 5, 2, 4		4	8
14	14	55	0.0	3/4	3/4	4/4	3	1		{	F	I									{		0	0				
15	15	56	2.0	0	0	4/4	3	1		viio65/V	F	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
15	15	58	2.0	1/2	1/2	4/4	3	1		V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	16	60	3.0	0	0	4/4	3	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
16	16	63	1.0	3/4	3/4	4/4	3	1		V2/V	F	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
17	17	64	3.0	0	0	4/4	3	1		V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
17	17	67	1.0	3/4	3/4	4/4	3	1		V65/V/V	F	I		V65/V/V	V		65		V/V			Mm7	0	0	7, 4, 1, 3		3	7
18	18	68	2.0	0	0	4/4	3	1		V7(13)/V	F	I		V7(13)/V	V		7	13	V			Mm7	0	0	2, 6, 3, 0	5	2	2
18	18	70	2.0	1/2	1/2	4/4	3	1		V7/V	F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
19	19	72	3.0	0	0	4/4	3	1		I/V|PAC}	F	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
19	19	75	1.0	3/4	3/4	4/4	3	1		I6/V{	F	I		I6/V	I		6		V		{	M	0	0	5, 2, 1		1	5
20	20	76	2.0	0	0	4/4	3	1		viio6(2)/V	F	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
20	20	78	1.0	1/2	1/2	4/4	3	1		viio6/V	F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
20	20	79	1.0	3/4	3/4	4/4	3	1		IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
21	21	80	1.0	0	0	4/4	3	1		V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	21	81	1.0	1/4	1/4	4/4	3	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	82	1.0	1/2	1/2	4/4	3	1		iii6	F	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
21	21	83	1.0	3/4	3/4	4/4	3	1		iii64	F	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
22	22	84	1.0	0	0	4/4	3	1		V/iii	F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
22	22	85	1.0	1/4	1/4	4/4	3	1		V7/iii	F	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
22	22	86	1.0	1/2	1/2	4/4	3	1		V(6)/iii	F	I		V(6)/iii	V			6	iii			M	0	0	5, 9, 1		5	5
22	22	87	1.0	3/4	3/4	4/4	3	1		V7/iii	F	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
23	23	88	4.0	0	0	4/4	3	1		i/iii|IAC}	F	I		i/iii	i				iii	IAC	}	m	0	0	4, 1, 5		4	4
23	23	91	0.0	3/4	3/4	4/4	3	1		{	F	I									{		0	0				
24	24	92	2.0	0	0	4/4	3	1		viio6(2)/V	F	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
24	24	94	1.0	1/2	1/2	4/4	3	1		viio6/V	F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
24	24	95	1.0	3/4	3/4	4/4	3	1		IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
