mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	8	16	0.5	3/8	3/8	2/4	3	1		#viio7	a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
10	9	33/2	1.0	0	0	2/4	3	1		VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
10	9	35/2	0.5	1/4	1/4	2/4	3	1		VI6(72)	a	i		VI6(72)	VI		6	72				M	1	1	0, -3, -2, 1		-4	0
10	9	18	0.5	3/8	3/8	2/4	3	1		VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
11	10	37/2	0.5	0	0	2/4	3	1		V2(4)/V}	a	i		V2(4)/V	V		2	4	V		}	Mm7	1	1	0, 2, 1, 3		2	0
11	10	19	1.5	1/8	1/8	2/4	3	1		V2/V{	a	i		V2/V	V		2		V		{	Mm7	1	1	0, 2, 6, 3		2	0
12	11	41/2	0.5	0	0	2/4	3	1		V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
12	11	21	0.5	1/8	1/8	2/4	3	1		V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
12	11	43/2	0.5	1/4	1/4	2/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
12	11	22	1.0	3/8	3/8	2/4	3	1		V+65/VI	a	i		V+65/VI	V	+	65		VI			+7	1	1	1, 5, -5, -3		-3	1
13	12	23	1.0	1/8	1/8	2/4	3	1		VI	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
13	12	24	0.5	3/8	3/8	2/4	3	1		i64	a	i		i64	i		64					m	1	1	1, 0, -3		0	1
14	13	49/2	0.5	0	0	2/4	3	1		#viio43	a	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
14	13	25	0.25	1/8	1/8	2/4	3	1		i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	13	101/4	0.25	3/16	3/16	2/4	3	1		ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
14	13	51/2	0.5	1/4	1/4	2/4	3	1		V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
14	13	26	0.5	3/8	3/8	2/4	3	1		V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	14	53/2	1.5	0	0	2/4	3	1		i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
15	14	28	0.5	3/8	3/8	2/4	3	1		i6{	a	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
16	15	57/2	0.75	0	0	2/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
16	15	117/4	0.25	3/16	3/16	2/4	3	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
16	15	59/2	0.5	1/4	1/4	2/4	3	1		i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	15	30	0.5	3/8	3/8	2/4	3	1		iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
17	16			0	0	2/4	3	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	16			1/8	1/8	2/4	3	1	1	ii%43	a	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
17	16			1/4	1/4	2/4	3	1	1	V|HC}	a	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
17	16			3/8	3/8	2/4	3	1	1	i6{	a	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
18	16	61/2	0.5	0	0	2/4	3	1	2	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
18	16	31	0.5	1/8	1/8	2/4	3	1	2	ii%43	a	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
18	16	63/2	0.5	1/4	1/4	2/4	3	1	2	V|HC}	a	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
18	16	32	0.5	3/8	3/8	2/4	3	1	2	i6{	a	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
19	17	65/2	0.5	0	0	2/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
19	17	33	0.5	1/8	1/8	2/4	3	1		v6	a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
19	17	67/2	1.0	1/4	1/4	2/4	3	1		iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
20	18	69/2	2.0	0	0	2/4	3	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
21	19	73/2	1.0	0	0	2/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
21	19	75/2	0.5	1/4	1/4	2/4	3	1		iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
21	19	38	0.5	3/8	3/8	2/4	3	1		IVM7/III	a	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4
22	20	77/2	0.5	0	0	2/4	3	1		V7(4)/III	a	i		V7(4)/III	V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
22	20	39	1.0	1/8	1/8	2/4	3	1		V7/III	a	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
22	20	40	0.5	3/8	3/8	2/4	3	1		V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
23	21	81/2	0.5	0	0	2/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
23	21	41	0.5	1/8	1/8	2/4	3	1		V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
23	21	83/2	0.5	1/4	1/4	2/4	3	1		iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
23	21	42	0.5	3/8	3/8	2/4	3	1		#viio7	a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
24	22	85/2	0.5	0	0	2/4	3	1		VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
24	22	43	0.5	1/8	1/8	2/4	3	1		V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
24	22	87/2	0.5	1/4	1/4	2/4	3	1		iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
24	22	44	0.5	3/8	3/8	2/4	3	1		#viio7	a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
25	23	89/2	1.0	0	0	2/4	3	1		VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
25	23	91/2	0.5	1/4	1/4	2/4	3	1		VI6(72)	a	i		VI6(72)	VI		6	72				M	1	1	0, -3, -2, 1		-4	0
25	23	46	0.5	3/8	3/8	2/4	3	1		VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
26	24	93/2	0.5	0	0	2/4	3	1		V2(4)/V	a	i		V2(4)/V	V		2	4	V			Mm7	1	1	0, 2, 1, 3		2	0
26	24	47	1.5	1/8	1/8	2/4	3	1		V2/V	a	i		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
27	25	97/2	0.5	0	0	2/4	3	1		V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
27	25	49	0.5	1/8	1/8	2/4	3	1		V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
27	25	99/2	0.5	1/4	1/4	2/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
27	25	50	1.0	3/8	3/8	2/4	3	1		V+65/VI	a	i		V+65/VI	V	+	65		VI			+7	1	1	1, 5, -5, -3		-3	1
28	26	51	1.0	1/8	1/8	2/4	3	1		VI	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
28	26	52	0.5	3/8	3/8	2/4	3	1		i64	a	i		i64	i		64					m	1	1	1, 0, -3		0	1
29	27	105/2	2.0	0	0	2/4	3	1		V2/bII	a	i		V2/bII	V		2		bII			Mm7	1	1	-6, -4, 0, -3		-4	-6
30	28	109/2	1.5	0	0	2/4	3	1		bII6	a	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
30	28	56	0.5	3/8	3/8	2/4	3	1		#viio43	a	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
31	29	113/2	0.5	0	0	2/4	3	1		i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
31	29	57	0.5	1/8	1/8	2/4	3	1		ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
31	29	115/2	0.5	1/4	1/4	2/4	3	1		V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
31	29	58	0.5	3/8	3/8	2/4	3	1		V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	30	117/2	2.0	0	0	2/4	3	1		i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
