mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_hairpin	crescendo_line
25	24	571/6	571/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	741													
25	24	191/2	191/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	742													
25	24	575/6	575/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	743													
25	24	577/6	577/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	744													
25	24	185/2	185/2	4.0	0	0	Chord	4/4	3	2	1	1	1	745													
26	25	193/2	193/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	746	lausch-												
26	25	98	98	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	747	-ten												
26	25	197/2	197/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	748	dem												
26	25	199/2	199/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	749	Ge-												
26	25	193/2	193/2	0.0	0	0	Spanner	4/4	2	1	0																
26	25	581/6	581/6	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6	1/4	2/3	750													
26	25	195/2	195/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	751													
26	25	98	98	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	752													
26	25	197/2	197/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	753													
26	25	199/2	199/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	754													
26	25	581/6	581/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	755													
26	25	583/6	583/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	756													
26	25	195/2	195/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	757													
26	25	587/6	587/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	758													
26	25	589/6	589/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	759													
26	25	197/2	197/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	760													
26	25	593/6	593/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	761													
26	25	595/6	595/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	762													
26	25	199/2	199/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	763													
26	25	599/6	599/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	764													
26	25	601/6	601/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	765													
26	25	193/2	193/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	766													
26	25	581/6	581/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	767													
26	25	583/6	583/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	768													
26	25	195/2	195/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	769													
26	25	587/6	587/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	770													
26	25	589/6	589/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	771													
26	25	197/2	197/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	772													
26	25	593/6	593/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	773													
26	25	595/6	595/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	774													
26	25	199/2	199/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	775													
26	25	599/6	599/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	776													
26	25	601/6	601/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	777													
26	25	193/2	193/2	4.0	0	0	Chord	4/4	3	2	1	1	1	778													
27	26	201/2	201/2	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	779	-tön.												
27	26	207/2	207/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	780	Und												
27	26	605/6	605/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	781													
27	26	607/6	607/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	782													
27	26	203/2	203/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	783													
27	26	611/6	611/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	784													
27	26	613/6	613/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	785													
27	26	205/2	205/2	0.0	1/2	1/2	Spanner	4/4	2	1	0																1
27	26	205/2	205/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	786													1
27	26	617/6	617/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	787													1
27	26	619/6	619/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	788													1
27	26	207/2	207/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	789													1
27	26	623/6	623/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	790													1
27	26	625/6	625/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	791													1
27	26	201/2	201/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	792													
27	26	605/6	605/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	793													
27	26	607/6	607/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	794													
27	26	203/2	203/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	795													
27	26	611/6	611/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	796													
27	26	613/6	613/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	797													
27	26	205/2	205/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	798													
27	26	617/6	617/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	799													
27	26	619/6	619/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	800													
27	26	207/2	207/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	801													
27	26	623/6	623/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	802													
27	26	625/6	625/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	803													
28	27	209/2	209/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	804	hell												
28	27	106	106	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	805	und												
28	27	213/2	213/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	806	im-												
28	27	107	107	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	807	-mer												
28	27	215/2	215/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	808	hel-												
28	27	108	108	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	809	-ler												
28	27	629/6	629/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	810													1
28	27	631/6	631/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	811													1
28	27	211/2	211/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	812													1
28	27	635/6	635/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	813													1
28	27	637/6	637/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	814													1
28	27	213/2	213/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	815													1
28	27	641/6	641/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	816													1
28	27	643/6	643/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	817													1
28	27	215/2	215/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	818													1
28	27	647/6	647/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	819													1
28	27	649/6	649/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	820													1
28	27	209/2	209/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	821													
28	27	629/6	629/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	822													
28	27	631/6	631/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	823													
28	27	106	106	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	824													
28	27	213/2	213/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	825													
28	27	641/6	641/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	826													
28	27	643/6	643/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	827													
28	27	215/2	215/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	828													
28	27	647/6	647/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	829													
28	27	649/6	649/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	830													
28	27	211/2	211/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	2	1/12	1/8	2/3	831													
28	27	635/6	635/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	2	1/12	1/8	2/3	832													
28	27	637/6	637/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	2	1/12	1/8	2/3	833													
29	28	217/2	217/2	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	834	floss												
29	28	223/2	223/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	835	der												
29	28	653/6	653/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	836													1
29	28	655/6	655/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	837													1
29	28	219/2	219/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	838													1
29	28	659/6	659/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	839													1
29	28	661/6	661/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	840													1
29	28	221/2	221/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	841													1
29	28	665/6	665/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	842													1
29	28	667/6	667/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	843													1
29	28	223/2	223/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	844													1
29	28	671/6	671/6	0.0	5/6	5/6	Spanner	4/4	2	1	0																
29	28	671/6	671/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	845													
29	28	673/6	673/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	846													
29	28	217/2	217/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	847													
29	28	653/6	653/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	848													
29	28	655/6	655/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	849													
29	28	219/2	219/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	850													
29	28	659/6	659/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	851													
29	28	661/6	661/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	852													
29	28	221/2	221/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	853													
29	28	665/6	665/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	854													
29	28	667/6	667/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	855													
29	28	223/2	223/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	856													
29	28	671/6	671/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	857													
29	28	673/6	673/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	858													
30	29	225/2	225/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	859	Son-												
30	29	114	114	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	860	-ne												
30	29	229/2	229/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	861	Glanz												
30	29	231/2	231/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	862	her-												
30	29	677/6	677/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	863													
30	29	679/6	679/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	864													
30	29	227/2	227/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	865													
30	29	683/6	683/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	866													
30	29	685/6	685/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	867													
30	29	229/2	229/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	868													
30	29	689/6	689/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	869													
30	29	691/6	691/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	870													
30	29	231/2	231/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	871													
30	29	695/6	695/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	872													
30	29	697/6	697/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	873													
30	29	225/2	225/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	874													
30	29	677/6	677/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	875													
30	29	679/6	679/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	876													
30	29	227/2	227/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	877													
30	29	683/6	683/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	878													
30	29	685/6	685/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	879													
30	29	229/2	229/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	880													
30	29	689/6	689/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	881													
30	29	691/6	691/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	882													
30	29	231/2	231/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	883													
30	29	695/6	695/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	884													
30	29	697/6	697/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	885													
31	30	233/2	233/2	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	886	-ein,												
31	30	239/2	239/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	887	um												
31	30	233/2	233/2	0.0	0	0	Dynamic	4/4	2	1	0					f											
31	30	701/6	701/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	888													
31	30	703/6	703/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	889													
31	30	235/2	235/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	890													
31	30	707/6	707/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	891													
31	30	709/6	709/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	892													
31	30	237/2	237/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	893													
31	30	713/6	713/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	894													
31	30	715/6	715/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	895													
31	30	239/2	239/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	896													
31	30	719/6	719/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	897													
31	30	721/6	721/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	898													
31	30	233/2	233/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	899													
31	30	701/6	701/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	900													
31	30	703/6	703/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	901													
31	30	235/2	235/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	902													
31	30	707/6	707/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	903													
31	30	709/6	709/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	904													
31	30	237/2	237/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	905													
31	30	713/6	713/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	906													
31	30	715/6	715/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	907													
31	30	239/2	239/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	908													
31	30	719/6	719/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	909													
31	30	721/6	721/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	910													
32	31	241/2	241/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	911	Blu-												
32	31	122	122	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	912	-men,												
32	31	245/2	245/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	913	Wald												
32	31	247/2	247/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	914	und												
32	31	241/2	241/2	0.0	0	0	Dynamic	4/4	2	1	0					f											
32	31	725/6	725/6	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6	1/4	2/3	915													
32	31	243/2	243/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	916													
32	31	122	122	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	917													
32	31	245/2	245/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	918													
32	31	247/2	247/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	919													
32	31	725/6	725/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	920													
32	31	727/6	727/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	921													
32	31	243/2	243/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	922													
32	31	731/6	731/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	923													
32	31	733/6	733/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	924													
32	31	245/2	245/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	925													
32	31	737/6	737/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	926													
32	31	739/6	739/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	927													
32	31	247/2	247/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	928													
32	31	743/6	743/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	929													
32	31	745/6	745/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	930													
32	31	241/2	241/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	931													
32	31	725/6	725/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	932													
32	31	727/6	727/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	933													
32	31	243/2	243/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	934													
32	31	731/6	731/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	935													
32	31	733/6	733/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	936													
32	31	245/2	245/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	937													
32	31	737/6	737/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	938													
32	31	739/6	739/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	939													
32	31	247/2	247/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	940													
32	31	743/6	743/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	941													
32	31	745/6	745/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	942													
32	31	245/2	245/2	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	943													
33	32	249/2	249/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	944	Schlucht												
33	32	126	126	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	945	er-												
33	32	253/2	253/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	946	-goss												
33	32	255/2	255/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	947	sich												
33	32	249/2	249/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	948													
33	32	126	126	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	949													
33	32	253/2	253/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	950													
33	32	255/2	255/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	951													
33	32	249/2	249/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12	1/8	2/3	952													
33	32	749/6	749/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12	1/8	2/3	953													
33	32	751/6	751/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12	1/8	2/3	954													
33	32	251/2	251/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12	1/8	2/3	955													
33	32	755/6	755/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12	1/8	2/3	956													
33	32	757/6	757/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12	1/8	2/3	957													
33	32	253/2	253/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	958													
33	32	761/6	761/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	959													
33	32	763/6	763/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	960													
33	32	255/2	255/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12	1/8	2/3	961													
33	32	767/6	767/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12	1/8	2/3	962													
33	32	769/6	769/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12	1/8	2/3	963													
33	32	249/2	249/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	964													
33	32	749/6	749/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	965													
33	32	751/6	751/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	966													
33	32	251/2	251/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	967													
33	32	755/6	755/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	968													
33	32	757/6	757/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	969													
33	32	253/2	253/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	970													
33	32	761/6	761/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	971													
33	32	763/6	763/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	972													
33	32	255/2	255/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	973													
33	32	767/6	767/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	974													
33	32	769/6	769/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	975													
33	32	249/2	249/2	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	976													
33	32	253/2	253/2	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	977													
33	32	255/2	255/2	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	978													
34	33	257/2	257/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	979	gol-								15				
34	33	259/2	259/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	980													
34	33	130	130	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	981	-dig												
34	33	261/2	261/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	982	ro-												
34	33	263/2	263/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	983													
34	33	257/2	257/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	984													
34	33	773/6	773/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	985													
34	33	775/6	775/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	986													
34	33	259/2	259/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	987													
34	33	779/6	779/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	988													
34	33	781/6	781/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	989													
34	33	261/2	261/2	0.0	1/2	1/2	Spanner	4/4	2	1	0													5			
