mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
12	11	67/2	67/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	134										5	6		
12	11	34	34	0.0	5/8	5/8	Spanner	3/4	2	1	0														5			
12	11	34	34	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	135										5			
12	11	33	33	1.0	3/8	3/8	Chord	3/4	2	2	1/4		1/4	1	136										5			
12	11	34	34	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	137										5			
12	11	63/2	63/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	138													
12	11	32	32	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	139													
12	11	65/2	65/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	140													
12	11	33	33	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	141													
12	11	34	34	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	142													
12	11	33	33	1.0	3/8	3/8	Chord	3/4	3	2	1/4		1/4	1	143													
12	11	34	34	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	144													
13	12	36	36	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	145	Und												
13	12	73/2	73/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	146	wie												
13	12	37	37	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	147	der												
13	12	69/2	69/2	0.0	0	0	Spanner	3/4	2	1	0																	
13	12	69/2	69/2	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	148													
13	12	69/2	69/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	149													
13	12	71/2	71/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	150													
13	12	36	36	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	151													
13	12	73/2	73/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	152													
13	12	37	37	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	153													
13	12	69/2	69/2	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	154													
13	12	35	35	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	155													
13	12	69/2	69/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	156													
13	12	35	35	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	157													
13	12	71/2	71/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	158													
13	12	36	36	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	159													
13	12	73/2	73/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	160													
13	12	37	37	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	161													
14	13	75/2	75/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	162	Strahl								6				
14	13	77/2	77/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	163													
14	13	39	39	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	164	im												
14	13	79/2	79/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	165	Aug'												
14	13	40	40	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	166	er-												
14	13	38	38	0.0	1/8	1/8	Spanner	3/4	2	1	0															7		
14	13	38	38	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	167											7		
14	13	77/2	77/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	168											7		
14	13	39	39	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	169											7		
14	13	79/2	79/2	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
14	13	79/2	79/2	0.0	1/2	1/2	Spanner	3/4	2	1	0														6			
14	13	79/2	79/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	170										6			
14	13	40	40	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	171										6			
14	13	75/2	75/2	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	172													
14	13	39	39	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	173													
14	13	79/2	79/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	174													
14	13	40	40	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	175													
14	13	75/2	75/2	0.5	0	0	Chord	3/4	3	2	1/8		1/8	1	176													
14	13	38	38	0.5	1/8	1/8	Chord	3/4	3	2	1/8		1/8	1	177													
14	13	77/2	77/2	0.5	1/4	1/4	Chord	3/4	3	2	1/8		1/8	1	178													
15	14	81/2	81/2	0.0	0	0	Spanner	3/4	1	1	0														7			
15	14	81/2	81/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	179	-lischt								7	7			
15	14	83/2	83/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	180										7			
15	14	42	42	0.0	3/8	3/8	Spanner	3/4	1	1	0																	
15	14	42	42	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	181	und												
15	14	85/2	85/2	0.0	1/2	1/2	Spanner	3/4	1	1	0														8			
15	14	85/2	85/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	182	wie									8			
15	14	43	43	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	183	die									8			
15	14	81/2	81/2	0.0	0	0	Spanner	3/4	2	1	0																	
15	14	81/2	81/2	0.0	0	0	Spanner	3/4	2	1	0															8		
15	14	41	41	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	184											8		
15	14	83/2	83/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	185											8		
15	14	42	42	0.0	3/8	3/8	Spanner	3/4	2	1	0																	
15	14	42	42	0.0	3/8	3/8	Spanner	3/4	2	1	0														9			
15	14	42	42	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	186										9			
15	14	85/2	85/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	187										9			
15	14	43	43	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	188										9			
15	14	81/2	81/2	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	189													
15	14	42	42	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	190													
15	14	85/2	85/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	191													
15	14	43	43	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	192													
15	14	81/2	81/2	0.5	0	0	Chord	3/4	3	2	1/8		1/8	1	193													
15	14	41	41	0.5	1/8	1/8	Chord	3/4	3	2	1/8		1/8	1	194													
15	14	83/2	83/2	0.5	1/4	1/4	Chord	3/4	3	2	1/8		1/8	1	195													
16	15	87/2	87/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	196	Ro-									8			
16	15	89/2	89/2	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
16	15	89/2	89/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	197	-sen												
16	15	46	46	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	198	zer-												
16	15	87/2	87/2	0.0	0	0	Spanner	3/4	2	1	0																	
16	15	87/2	87/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	199													
16	15	89/2	89/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	200													
16	15	91/2	91/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	201													
16	15	185/4	185/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	202													
16	15	87/2	87/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	203													
16	15	44	44	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	204													
16	15	89/2	89/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	205													
16	15	45	45	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	206													
16	15	91/2	91/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	207													
16	15	46	46	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	208													
16	15	87/2	87/2	0.5	0	0	Chord	3/4	3	2	1/8		1/8	1	209													
16	15	44	44	0.5	1/8	1/8	Chord	3/4	3	2	1/8		1/8	1	210													
16	15	89/2	89/2	0.5	1/4	1/4	Chord	3/4	3	2	1/8		1/8	1	211													
16	15	45	45	0.5	3/8	3/8	Chord	3/4	3	2	1/8		1/8	1	212													
17	16	93/2	93/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	213	-stie-												
17	16	95/2	95/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	214	-ben,												
17	16	49	49	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	215	ihr												
17	16	93/2	93/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	216													
17	16	95/2	95/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	217													
17	16	97/2	97/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	218													
17	16	49	49	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	219													
17	16	93/2	93/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	220													
17	16	47	47	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	221													
17	16	95/2	95/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	222													
17	16	48	48	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	223													
17	16	97/2	97/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	224													
17	16	49	49	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	225													
18	17	99/2	99/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	226	Ab-												
18	17	50	50	0.0	1/8	1/8	Tempo	3/4	1	1	0								animato	75.0			1.0					
18	17	50	50	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	227	-glanz												
18	17	101/2	101/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	228	e-												
18	17	51	51	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	229	-wig												
18	17	103/2	103/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	230	neu												
18	17	52	52	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	231	er-												
18	17	99/2	99/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	232													
18	17	50	50	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	233													
18	17	101/2	101/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	234													
18	17	51	51	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	235													
18	17	103/2	103/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	236													
18	17	52	52	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	237													
18	17	99/2	99/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	238													
18	17	50	50	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	239													
18	17	101/2	101/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	240													
18	17	51	51	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	241													
18	17	103/2	103/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	242													
18	17	52	52	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	243													
19	18	105/2	105/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	244	-frischt,												
19	18	109/2	109/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	245	ist												
19	18	105/2	105/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	246													
19	18	109/2	109/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	247													
