mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
6	6	15	15	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	71	stand											
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	72	in											
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	73	dunk-											
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	74	-len											
6	6	15	15	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	75										7		
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	76										7		
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	77										7		
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	78										7		
6	6	15	15	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	79												
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	80												
6	6	16	16	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	81												
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	82												
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	83												
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	84												
6	6	15	15	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	85												
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	86												
6	6	16	16	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	87												
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	88												
6	6	17	17	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	89												
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	90												
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	91	Träu-											
7	7	19	19	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	92	-men											
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	93	und											
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	94										7		
7	7	19	19	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	95												
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	96										8		
7	7	18	18	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	97												
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	98												
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	99												
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	100												
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	101												
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	102												
7	7	18	18	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	103												
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	104												
7	7	19	19	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	105												
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	106												
7	7	20	20	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	107												
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	108												
8	8	21	21	0.0	0	0	Spanner	3/4	1	1	0														3	
8	8	21	21	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	109	starr-										3	
8	8	45/2	45/2	0.0	3/8	3/8	Spanner	3/4	1	1	0															
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	110	-te											
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	111	ihr											
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	112	Bild-											
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	113	-niss											
8	8	21	21	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	114										8		
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	115										8		
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	116										8		
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	117										8		
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	118												
8	8	21	21	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	119												
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	120												
8	8	22	22	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	121												
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	122												
8	8	21	21	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	123												
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	124												
8	8	22	22	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	125												
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	126												
8	8	23	23	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	127												
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	128												
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	129	an,											
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	130	und											
9	9	24	24	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	131												
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	132												
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	133												
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	134												
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	135												
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	136												
9	9	24	24	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	137												
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	138												
9	9	25	25	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	139												
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	140												
9	9	26	26	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	141												
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	142												
10	10	27	27	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	143	das											
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	144	ge-											
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	145	-lieb-											
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	146	-te											
10	10	27	27	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	147												
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	148												
10	10	28	28	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	149												
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	150												
10	10	29	29	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	151												
10	10	59/2	59/2	0.0	5/8	5/8	Spanner	3/4	2	1	0															2
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	152												2
10	10	27	27	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	153												
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	154												
10	10	28	28	0.0	1/4	1/4	StaffText	3/4	3	1	0							cresc.								
10	10	28	28	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	155												
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	156												
10	10	29	29	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	157												
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	158												
11	11	30	30	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	159	Ant-											
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	160	-litz,											
11	11	30	30	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	161												2
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	162												2
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	163												2
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	164												2
11	11	32	32	0.0	1/2	1/2	Spanner	3/4	2	1	0															
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	165												
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	166												
11	11	30	30	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	167												
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	168												
11	11	31	31	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	169												
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	170												
11	11	32	32	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	171												
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	172												
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	173	heim-											
12	12	67/2	67/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	174	-lich											
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	175	zu											
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	176	le-											
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	177	-ben											
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	178	be-											
12	12	33	33	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	179												
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	180												
12	12	34	34	0.0	1/4	1/4	Spanner	3/4	2	1	0														4	
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	181											4	
12	12	35	35	0.0	1/2	1/2	Spanner	3/4	2	1	0															
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	182												
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	183												
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	184												
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	185												
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	186												
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	187												
12	12	33	33	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	188												
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	189												
12	12	34	34	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	190												
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	191												
12	12	35	35	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	192												
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	193												
13	13	36	36	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	194	-gann.											
13	13	36	36	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	195												
13	13	38	38	0.0	1/2	1/2	Dynamic	3/4	2	1	0					mf										
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	196			articAccentBelow							9		
13	13	36	36	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	197												
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	198												
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	199												
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	200												
13	13	36	36	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	201												
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	202												
13	13	37	37	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	203												
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	204												
13	13	38	38	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	205												
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	206												
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	207										9		
14	14	40	40	0.0	1/4	1/4	Spanner	3/4	2	1	0													9	5	
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	208										9	5	
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	209										9	5	
14	14	41	41	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	210										9	5	
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	211										9	5	
14	14	39	39	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	212												
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	213												
14	14	40	40	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	214												
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	215												
14	14	41	41	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	216												
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	217												
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	218	Um											
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0													9		
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	219										9		
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	220												
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	221												
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	222												
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	223												
15	15	42	42	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	224												
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	225												
15	15	43	43	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	226												
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	227												
15	15	44	44	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	228												
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	229												
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	230	ih-									10		
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	231												
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	232	-re											
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	233	Lip-											
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	234	-pen											
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	235												
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	236												
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	237												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	238												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	239												
16	16	45	45	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	240												
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	241												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	242												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	243												
16	16	45	45	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	244												
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	245												
16	16	46	46	0.5	1/4	1/4	Chord	3/4	3	2	1/8	1/8	1	246												
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8	1/8	1	247												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	248												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	249												
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	250	zog											
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	251	sich,											
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	252	ein											
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	253												
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	254												
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	255												
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	256												
17	17	48	48	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	257												
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	258												
17	17	49	49	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	259												
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	260												
17	17	50	50	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	261												
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	262												
17	17	48	48	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	263												
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	264												
17	17	49	49	0.5	1/4	1/4	Chord	3/4	3	2	1/8	1/8	1	265												
