mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_hairpin	crescendo_line
15	15	58	58	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	249	lie-	Blü-												
15	15	59	59	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	250	-be	-the-												
15	15	56	56	0.1		0	0	Chord	4/4	3	1	1/40		1/32	4/5	251											23			
15	15	561/10	561/10	0.1		1/40	1/40	Chord	4/4	3	1	1/40		1/32	4/5	252											23			
15	15	281/5	281/5	0.1		1/20	1/20	Chord	4/4	3	1	1/40		1/32	4/5	253											23			
15	15	563/10	563/10	0.1		3/40	3/40	Chord	4/4	3	1	1/40		1/32	4/5	254											23			
15	15	282/5	282/5	0.1		1/10	1/10	Chord	4/4	3	1	1/40		1/32	4/5	255											23			
15	15	113/2	113/2	0.1		1/8	1/8	Chord	4/4	3	1	1/40		1/32	4/5	256											23			
15	15	283/5	283/5	0.1		3/20	3/20	Chord	4/4	3	1	1/40		1/32	4/5	257											23			
15	15	567/10	567/10	0.1		7/40	7/40	Chord	4/4	3	1	1/40		1/32	4/5	258											23			
15	15	284/5	284/5	0.1		1/5	1/5	Chord	4/4	3	1	1/40		1/32	4/5	259											23			
15	15	569/10	569/10	0.1		9/40	9/40	Chord	4/4	3	1	1/40		1/32	4/5	260														
15	15	57	57	0.1		1/4	1/4	Chord	4/4	3	1	1/40		1/32	4/5	261											24			
15	15	571/10	571/10	0.1		11/40	11/40	Chord	4/4	3	1	1/40		1/32	4/5	262											24			
15	15	286/5	286/5	0.1		3/10	3/10	Chord	4/4	3	1	1/40		1/32	4/5	263											24			
15	15	573/10	573/10	0.1		13/40	13/40	Chord	4/4	3	1	1/40		1/32	4/5	264											24			
15	15	287/5	287/5	0.1		7/20	7/20	Chord	4/4	3	1	1/40		1/32	4/5	265											24			
15	15	115/2	115/2	0.1		3/8	3/8	Chord	4/4	3	1	1/40		1/32	4/5	266											24			
15	15	288/5	288/5	0.1		2/5	2/5	Chord	4/4	3	1	1/40		1/32	4/5	267											24			
15	15	577/10	577/10	0.1		17/40	17/40	Chord	4/4	3	1	1/40		1/32	4/5	268											24			
15	15	289/5	289/5	0.1		9/20	9/20	Chord	4/4	3	1	1/40		1/32	4/5	269											24			
15	15	579/10	579/10	0.1		19/40	19/40	Chord	4/4	3	1	1/40		1/32	4/5	270														
15	15	58	58	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	271											25			
15	15	349/6	349/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	272											25			
15	15	175/3	175/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	273											25			
15	15	117/2	117/2	0.125		5/8	5/8	Chord	4/4	3	1	1/32		1/32	1	274											25			
15	15	469/8	469/8	0.125		21/32	21/32	Chord	4/4	3	1	1/32		1/32	1	275											25			
15	15	235/4	235/4	0.125		11/16	11/16	Chord	4/4	3	1	1/32		1/32	1	276											25			
15	15	471/8	471/8	0.125		23/32	23/32	Chord	4/4	3	1	1/32		1/32	1	277														
15	15	59	59	0.16666666666666666		3/4	3/4	Chord	4/4	3	1	1/24		1/16	2/3	278											26			
15	15	355/6	355/6	0.16666666666666666		19/24	19/24	Chord	4/4	3	1	1/24		1/16	2/3	279											26			
15	15	178/3	178/3	0.16666666666666666		5/6	5/6	Chord	4/4	3	1	1/24		1/16	2/3	280											26			
15	15	119/2	119/2	0.125		7/8	7/8	Chord	4/4	3	1	1/32		1/32	1	281											26			
15	15	477/8	477/8	0.125		29/32	29/32	Chord	4/4	3	1	1/32		1/32	1	282											26			
15	15	239/4	239/4	0.125		15/16	15/16	Chord	4/4	3	1	1/32		1/32	1	283											26			
15	15	479/8	479/8	0.125		31/32	31/32	Chord	4/4	3	1	1/32		1/32	1	284														
16	16	60	60	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	285	Blu-	-kü-												
16	16	62	62	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	286	-me,	-ssen												
16	16	63	63	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	287	ich	eh'												
16	16	62	62	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	288														
16	16	63	63	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	289														
16	16	60	60	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	290											27			
16	16	361/6	361/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	291											27			
16	16	181/3	181/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	292											27			
16	16	121/2	121/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	293											27			
16	16	182/3	182/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	294											27			
16	16	365/6	365/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	295											27			
16	16	61	61	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	296											27			
16	16	367/6	367/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	297											27			
16	16	184/3	184/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	298											27			
16	16	123/2	123/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	299											27			
16	16	185/3	185/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	300											27			
16	16	371/6	371/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	301											27			
16	16	63	63	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	302														
17	17	64	64	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	303	bin	sie												
17	17	67	67	0.0		3/4	3/4	Spanner	4/4	1	1	0																	0	
17	17	67	67	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	304	der	ver-											0	
17	17	66	66	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	305														
17	17	67	67	0.0		3/4	3/4	Spanner	4/4	2	1	0																		0
17	17	67	67	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	306														0
17	17	64	64	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	307											28			
17	17	385/6	385/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	308											28			
17	17	193/3	193/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	309											28			
17	17	129/2	129/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	310											28			
17	17	194/3	194/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	311											28			
17	17	389/6	389/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	312											28			
17	17	65	65	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	313											28			
17	17	391/6	391/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	314											28			
17	17	196/3	196/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	315											28			
17	17	131/2	131/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	316											28			
17	17	197/3	197/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	317											28			
17	17	395/6	395/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	318											28			
17	17	67	67	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	319														
18	18	68	68	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	320	Son-	-welkt											0	
18	18	70	70	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
18	18	70	70	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	321	-nen-	im												
18	18	70	70	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	322														0
18	18	71	71	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	323														0
18	18	68	68	0.125		0	0	Chord	4/4	3	1	1/32		1/32	1	324											29			
18	18	545/8	545/8	0.125		1/32	1/32	Chord	4/4	3	1	1/32		1/32	1	325											29			
18	18	273/4	273/4	0.125		1/16	1/16	Chord	4/4	3	1	1/32		1/32	1	326											29			
18	18	547/8	547/8	0.125		3/32	3/32	Chord	4/4	3	1	1/32		1/32	1	327											29			
18	18	137/2	137/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	328											29			
18	18	206/3	206/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	329											29			
18	18	413/6	413/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	330														
18	18	69	69	0.125		1/4	1/4	Chord	4/4	3	1	1/32		1/32	1	331											30			
18	18	553/8	553/8	0.125		9/32	9/32	Chord	4/4	3	1	1/32		1/32	1	332											30			
18	18	277/4	277/4	0.125		5/16	5/16	Chord	4/4	3	1	1/32		1/32	1	333											30			
18	18	555/8	555/8	0.125		11/32	11/32	Chord	4/4	3	1	1/32		1/32	1	334											30			
18	18	139/2	139/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	335											30			
18	18	209/3	209/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	336											30			
18	18	419/6	419/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	337														
18	18	71	71	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	338														
19	19	72	72	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	339	-strahl!	Moos.												
19	19	72	72	0.0		0	0	Dynamic	4/4	2	1	0							f											
19	19	72	72	0.0		0	0	Spanner	4/4	2	1	0																		
19	19	74	74	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	340														
19	19	75	75	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	341														
19	19	72	72	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	342											31			
19	19	433/6	433/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	343											31			
19	19	217/3	217/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	344											31			
19	19	145/2	145/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	345											31			
19	19	218/3	218/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	346											31			
19	19	437/6	437/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	347														
19	19	73	73	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	348											32			
19	19	439/6	439/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	349											32			
19	19	220/3	220/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	350											32			
19	19	147/2	147/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	351											32			
19	19	221/3	221/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	352											32			
19	19	443/6	443/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	353														
19	19	75	75	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	354														
20	20	76	76	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	355														
20	20	155/2	155/2	0.16666666666666666		3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	356														
20	20	233/3	233/3	0.16666666666666666		5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	357														
20	20	467/6	467/6	0.16666666666666666		11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	358											33			
20	20	78	78	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	359														
20	20	79	79	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	360														
20	20	155/2	155/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	361														
20	20	76	76	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	362											34			
20	20	457/6	457/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	363											34			
20	20	229/3	229/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	364											34			
20	20	153/2	153/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	365											34			
20	20	230/3	230/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	366											34			
20	20	461/6	461/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	367														
20	20	77	77	0.0		1/4	1/4	StaffText	4/4	3	1	0									"<i><font size=""12""/>diminuendo</i>"									
20	20	77	77	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	368														
20	20	463/6	463/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	369														
20	20	232/3	232/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	370														
20	20	155/2	155/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	371											35			
20	20	78	78	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	372														
20	20	79	79	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	373														
21	21	80	80	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	374														
21	21	163/2	163/2	0.16666666666666666		3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	375														
21	21	245/3	245/3	0.16666666666666666		5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	376														
21	21	491/6	491/6	0.16666666666666666		11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	377											36			
21	21	82	82	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	378														
21	21	83	83	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	379														
21	21	163/2	163/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	380														
21	21	80	80	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	381											37			
21	21	481/6	481/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	382											37			
21	21	241/3	241/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	383											37			
21	21	161/2	161/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	384											37			
21	21	242/3	242/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	385											37			
21	21	485/6	485/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	386														
21	21	81	81	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	387														
21	21	487/6	487/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	388														
21	21	244/3	244/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	389														
21	21	163/2	163/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	390											38			
21	21	82	82	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	391														
21	21	83	83	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	392														
22	22	84	84	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	393														
22	22	85	85	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	394														
22	22	86	86	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	395														
22	22	87	87	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	396														
22	22	421/5	421/5	0.2		1/20	1/20	Chord	4/4	3	1	1/20		1/16	4/5	397											39			
22	22	422/5	422/5	0.2		1/10	1/10	Chord	4/4	3	1	1/20		1/16	4/5	398											39			
22	22	423/5	423/5	0.2		3/20	3/20	Chord	4/4	3	1	1/20		1/16	4/5	399											39			
22	22	424/5	424/5	0.2		1/5	1/5	Chord	4/4	3	1	1/20		1/16	4/5	400														
22	22	426/5	426/5	0.2		3/10	3/10	Chord	4/4	3	1	1/20		1/16	4/5	401											40			
22	22	427/5	427/5	0.2		7/20	7/20	Chord	4/4	3	1	1/20		1/16	4/5	402											40			
22	22	428/5	428/5	0.2		2/5	2/5	Chord	4/4	3	1	1/20		1/16	4/5	403											40			
22	22	429/5	429/5	0.2		9/20	9/20	Chord	4/4	3	1	1/20		1/16	4/5	404														
22	22	431/5	431/5	0.2		11/20	11/20	Chord	4/4	3	1	1/20		1/16	4/5	405											41			
22	22	432/5	432/5	0.2		3/5	3/5	Chord	4/4	3	1	1/20		1/16	4/5	406											41			
22	22	433/5	433/5	0.2		13/20	13/20	Chord	4/4	3	1	1/20		1/16	4/5	407											41			
22	22	434/5	434/5	0.2		7/10	7/10	Chord	4/4	3	1	1/20		1/16	4/5	408														
22	22	436/5	436/5	0.2		4/5	4/5	Chord	4/4	3	1	1/20		1/16	4/5	409											42			
22	22	437/5	437/5	0.2		17/20	17/20	Chord	4/4	3	1	1/20		1/16	4/5	410											42			
22	22	438/5	438/5	0.2		9/10	9/10	Chord	4/4	3	1	1/20		1/16	4/5	411											42			
22	22	439/5	439/5	0.2		19/20	19/20	Chord	4/4	3	1	1/20		1/16	4/5	412														
23	23	91	91	0.0		3/4	3/4	Dynamic	4/4	1	1	0							p											
23	23	91	91	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	413	Er-	Ich												
23	23	88	88	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	414														
23	23	90	90	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	415														
23	23	91	91	0.0		3/4	3/4	Dynamic	4/4	2	1	0							p											
23	23	91	91	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	416														
23	23	88	88	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	417											43			
23	23	529/6	529/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	418											43			
23	23	265/3	265/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	419											43			
23	23	177/2	177/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	420											43			
23	23	266/3	266/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	421											43			
23	23	533/6	533/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	422														
23	23	89	89	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	423											44			
23	23	535/6	535/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	424											44			
23	23	268/3	268/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	425											44			
23	23	179/2	179/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	426											44			
23	23	269/3	269/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	427											44			
23	23	539/6	539/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	428											44			
23	23	91	91	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	429														
24	24	92	92	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	430	-schlie-	will												
24	24	187/2	187/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	431	-sse	ja												
24	24	94	94	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	432	mit	nichts												
24	24	95	95	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	433	Ver-	be-												
24	24	94	94	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	434														
24	24	95	95	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	435														
24	24	92	92	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	436											45			
24	24	553/6	553/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	437											45			
24	24	277/3	277/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	438											45			
24	24	185/2	185/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	439											45			
24	24	278/3	278/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	440											45			
24	24	557/6	557/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	441														
24	24	93	93	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	442											46			
24	24	559/6	559/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	443											46			
24	24	280/3	280/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	444											46			
24	24	187/2	187/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	445											46			
24	24	281/3	281/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	446											46			
24	24	563/6	563/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	447														
24	24	94	94	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	448														
24	24	95	95	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	449														
25	25	96	96	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	450	-trau-	-geh-												
25	25	98	98	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	451	-en	-ren,												
25	25	99	99	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	452	dein	als												
25	25	98	98	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	453														
25	25	99	99	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	454														
25	25	96	96	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	455											47			
25	25	577/6	577/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	456											47			
25	25	289/3	289/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	457											47			
25	25	193/2	193/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	458											47			
25	25	290/3	290/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	459											47			
25	25	581/6	581/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	460														
25	25	97	97	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	461											48			
25	25	583/6	583/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	462											48			
25	25	292/3	292/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	463											48			
25	25	195/2	195/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	464											48			
25	25	293/3	293/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	465											48			
25	25	587/6	587/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	466														
25	25	98	98	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	467														
25	25	99	99	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	468														
26	26	100	100	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	469	Blü-	ruh'n												
26	26	101	101	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	470	-then-	an												
26	26	102	102	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	471	-käm-	dei-												
26	26	103	103	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	472	-mer-	-ner												
26	26	100	100	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	473											49			
26	26	401/4	401/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	474											49			
26	26	201/2	201/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	475											49			
26	26	403/4	403/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	476														
26	26	101	101	0.2		1/4	1/4	Chord	4/4	3	1	1/20		1/16	4/5	477											50			
26	26	506/5	506/5	0.2		3/10	3/10	Chord	4/4	3	1	1/20		1/16	4/5	478											50			
26	26	507/5	507/5	0.2		7/20	7/20	Chord	4/4	3	1	1/20		1/16	4/5	479											50			
26	26	508/5	508/5	0.2		2/5	2/5	Chord	4/4	3	1	1/20		1/16	4/5	480											50			
26	26	509/5	509/5	0.2		9/20	9/20	Chord	4/4	3	1	1/20		1/16	4/5	481														
26	26	102	102	0.2		1/2	1/2	Chord	4/4	3	1	1/20		1/16	4/5	482											51			
26	26	511/5	511/5	0.2		11/20	11/20	Chord	4/4	3	1	1/20		1/16	4/5	483											51			
26	26	512/5	512/5	0.2		3/5	3/5	Chord	4/4	3	1	1/20		1/16	4/5	484											51			
26	26	513/5	513/5	0.2		13/20	13/20	Chord	4/4	3	1	1/20		1/16	4/5	485											51			
26	26	514/5	514/5	0.2		7/10	7/10	Chord	4/4	3	1	1/20		1/16	4/5	486														
26	26	103	103	0.2		3/4	3/4	Chord	4/4	3	1	1/20		1/16	4/5	487											52			
26	26	516/5	516/5	0.2		4/5	4/5	Chord	4/4	3	1	1/20		1/16	4/5	488											52			
26	26	517/5	517/5	0.2		17/20	17/20	Chord	4/4	3	1	1/20		1/16	4/5	489											52			
26	26	518/5	518/5	0.2		9/10	9/10	Chord	4/4	3	1	1/20		1/16	4/5	490											52			
26	26	519/5	519/5	0.2		19/20	19/20	Chord	4/4	3	1	1/20		1/16	4/5	491														
27	27	104	104	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	492	-lein	Brust,												
27	27	107	107	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	493	und	und												
27	27	106	106	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	494														
27	27	104	104	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	495											53			
27	27	625/6	625/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	496											53			
27	27	313/3	313/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	497											53			
27	27	209/2	209/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	498											53			
27	27	314/3	314/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	499											53			
27	27	629/6	629/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	500														
27	27	105	105	0.2		1/4	1/4	Chord	4/4	3	1	1/20		1/16	4/5	501											54			
27	27	526/5	526/5	0.2		3/10	3/10	Chord	4/4	3	1	1/20		1/16	4/5	502											54			
27	27	527/5	527/5	0.2		7/20	7/20	Chord	4/4	3	1	1/20		1/16	4/5	503											54			
27	27	528/5	528/5	0.2		2/5	2/5	Chord	4/4	3	1	1/20		1/16	4/5	504											54			
