mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_hairpin	crescendo_line
2	2	25/6	25/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	19											1			
2	2	13/3	13/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	20											1			
2	2	9/2	9/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	21											1			
2	2	14/3	14/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	22											1			
2	2	29/6	29/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	23											1			
2	2	5	5	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	24											1			
2	2	31/6	31/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	25											1			
2	2	16/3	16/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	26											1			
2	2	11/2	11/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	27											1			
2	2	17/3	17/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	28											1			
2	2	35/6	35/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	29											1			
2	2	7	7	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	30														
3	3	10	10	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	31														
3	3	11	11	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	32														
3	3	8	8	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	33											2			
3	3	49/6	49/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	34											2			
3	3	25/3	25/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	35											2			
3	3	17/2	17/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	36											2			
3	3	26/3	26/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	37											2			
3	3	53/6	53/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	38											2			
3	3	9	9	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	39											2			
3	3	55/6	55/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	40											2			
3	3	28/3	28/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	41											2			
3	3	19/2	19/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	42											2			
3	3	29/3	29/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	43											2			
3	3	59/6	59/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	44											2			
3	3	11	11	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	45														
4	4	12	12	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	46														
4	4	14	14	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	47														
4	4	15	15	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	48														
4	4	12	12	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	49											3			
4	4	73/6	73/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	50											3			
4	4	37/3	37/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	51											3			
4	4	25/2	25/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	52											3			
4	4	38/3	38/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	53											3			
4	4	77/6	77/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	54											3			
4	4	13	13	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	55											3			
4	4	79/6	79/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	56											3			
4	4	40/3	40/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	57											3			
4	4	27/2	27/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	58											3			
4	4	41/3	41/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	59											3			
4	4	83/6	83/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	60											3			
4	4	15	15	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	61														
5	5	16	16	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	62														
5	5	16	16	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	63														
5	5	18	18	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	64														
5	5	19	19	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	65														
5	5	16	16	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	66											4			
5	5	97/6	97/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	67											4			
5	5	49/3	49/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	68											4			
5	5	33/2	33/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	69											4			
5	5	50/3	50/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	70											4			
5	5	101/6	101/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	71											4			
5	5	17	17	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	72											4			
5	5	103/6	103/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	73											4			
5	5	52/3	52/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	74											4			
5	5	35/2	35/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	75											4			
5	5	53/3	53/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	76											4			
5	5	107/6	107/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	77											4			
5	5	19	19	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	78														
6	6	20	20	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	79														
6	6	20	20	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	80														
6	6	22	22	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	81														
6	6	23	23	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	82														
6	6	20	20	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	83											5			
6	6	121/6	121/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	84											5			
6	6	61/3	61/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	85											5			
6	6	41/2	41/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	86											5			
6	6	62/3	62/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	87											5			
6	6	125/6	125/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	88											5			
6	6	21	21	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	89											5			
6	6	127/6	127/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	90											5			
6	6	64/3	64/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	91											5			
6	6	43/2	43/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	92											5			
6	6	65/3	65/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	93											5			
6	6	131/6	131/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	94											5			
6	6	23	23	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	95														
7	7	24	24	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	96														
7	7	26	26	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	97														
7	7	24	24	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	98											6			
7	7	145/6	145/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	99											6			
7	7	73/3	73/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	100											6			
7	7	49/2	49/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	101											6			
7	7	74/3	74/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	102											6			
7	7	149/6	149/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	103											6			
7	7	25	25	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	104														
7	7	26	26	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	105											7			
7	7	157/6	157/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	106											7			
7	7	79/3	79/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	107											7			
7	7	53/2	53/2	0.16666666666666666		5/8	5/8	Chord	4/4	3	1	1/24		1/16	2/3	108											7			
7	7	80/3	80/3	0.16666666666666666		2/3	2/3	Chord	4/4	3	1	1/24		1/16	2/3	109											7			
7	7	161/6	161/6	0.16666666666666666		17/24	17/24	Chord	4/4	3	1	1/24		1/16	2/3	110											7			
7	7	27	27	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	111														
8	8	31	31	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	112	1. An	2. Ich												
8	8	28	28	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	113											8			
8	8	169/6	169/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	114											8			
8	8	85/3	85/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	115											8			
8	8	57/2	57/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	116											8			
8	8	86/3	86/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	117											8			
8	8	173/6	173/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	118														
8	8	29	29	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	119											9			
8	8	175/6	175/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	120											9			
8	8	88/3	88/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	121											9			
8	8	59/2	59/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	122											9			
8	8	89/3	89/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	123											9			
8	8	179/6	179/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	124														
8	8	30	30	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	125											10			
8	8	181/6	181/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	126											10			
8	8	91/3	91/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	127											10			
8	8	61/2	61/2	0.16666666666666666		5/8	5/8	Chord	4/4	3	1	1/24		1/16	2/3	128											10			
8	8	92/3	92/3	0.16666666666666666		2/3	2/3	Chord	4/4	3	1	1/24		1/16	2/3	129											10			
8	8	185/6	185/6	0.16666666666666666		17/24	17/24	Chord	4/4	3	1	1/24		1/16	2/3	130														
8	8	31	31	0.16666666666666666		3/4	3/4	Chord	4/4	3	1	1/24		1/16	2/3	131											11			
8	8	187/6	187/6	0.16666666666666666		19/24	19/24	Chord	4/4	3	1	1/24		1/16	2/3	132											11			
8	8	94/3	94/3	0.16666666666666666		5/6	5/6	Chord	4/4	3	1	1/24		1/16	2/3	133											11			
8	8	63/2	63/2	0.16666666666666666		7/8	7/8	Chord	4/4	3	1	1/24		1/16	2/3	134											11			
8	8	95/3	95/3	0.16666666666666666		11/12	11/12	Chord	4/4	3	1	1/24		1/16	2/3	135											11			
8	8	191/6	191/6	0.16666666666666666		23/24	23/24	Chord	4/4	3	1	1/24		1/16	2/3	136														
9	9	32	32	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	137	ei-	will												
9	9	67/2	67/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	138	-nem	ja												
9	9	34	34	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	139	lich-	nichts												
9	9	35	35	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	140	-ten	ver-												
9	9	34	34	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	141														
9	9	35	35	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	142														
9	9	32	32	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	143											12			
9	9	193/6	193/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	144											12			
9	9	97/3	97/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	145											12			
9	9	65/2	65/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	146											12			
9	9	98/3	98/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	147											12			
9	9	197/6	197/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	148											12			
9	9	33	33	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	149											12			
9	9	199/6	199/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	150											12			
9	9	100/3	100/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	151											12			
9	9	67/2	67/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	152											12			
9	9	101/3	101/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	153											12			
9	9	203/6	203/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	154											12			
9	9	34	34	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	155														
9	9	35	35	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	156														
10	10	36	36	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	157	Mor-	-lan-												
10	10	38	38	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	158	-gen	-gen												
10	10	39	39	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	159	da	als												
10	10	38	38	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	160														
10	10	39	39	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	161														
10	10	36	36	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	162											13			
10	10	217/6	217/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	163											13			
10	10	109/3	109/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	164											13			
10	10	73/2	73/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	165											13			
10	10	110/3	110/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	166											13			
10	10	221/6	221/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	167											13			
10	10	37	37	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	168											13			
10	10	223/6	223/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	169											13			
10	10	112/3	112/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	170											13			
10	10	75/2	75/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	171											13			
10	10	113/3	113/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	172											13			
10	10	227/6	227/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	173											13			
10	10	38	38	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	174														
10	10	39	39	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	175														
11	11	40	40	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	176	klingt	lie-												
11	11	83/2	83/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	177	es	-gen												
11	11	42	42	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	178	hell	dir												
11	11	43	43	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	179	im	im												
11	11	42	42	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	180														
11	11	43	43	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	181														
11	11	40	40	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	182											14			
11	11	241/6	241/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	183											14			
11	11	121/3	121/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	184											14			
11	11	81/2	81/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	185											14			
11	11	122/3	122/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	186											14			
11	11	245/6	245/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	187														
11	11	41	41	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	188											15			
11	11	247/6	247/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	189											15			
11	11	124/3	124/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	190											15			
11	11	83/2	83/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	191											15			
11	11	125/3	125/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	192											15			
11	11	251/6	251/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	193														
11	11	43	43	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	194														
12	12	44	44	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	195	Thal:	Schoos,												
12	12	46	46	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	196														
12	12	47	47	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	197														
12	12	44	44	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	198											16			
12	12	265/6	265/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	199											16			
12	12	133/3	133/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	200											16			
12	12	89/2	89/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	201											16			
12	12	134/3	134/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	202											16			
12	12	269/6	269/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	203														
12	12	45	45	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	204											17			
12	12	271/6	271/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	205											17			
12	12	136/3	136/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	206											17			
12	12	91/2	91/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	207											17			
12	12	137/3	137/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	208											17			
12	12	275/6	275/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	209														
12	12	47	47	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	210				articAccentAbove										
12	12	47	47	0.5		3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	211														
13	13	48	48	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	212											18			
13	13	49	49	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	213											18			
13	13	50	50	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	214											18			
13	13	51	51	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	215											18			
13	13	48	48	0.125		0	0	Chord	4/4	3	1	1/32		1/32	1	216											19			
13	13	385/8	385/8	0.125		1/32	1/32	Chord	4/4	3	1	1/32		1/32	1	217											19			
13	13	193/4	193/4	0.125		1/16	1/16	Chord	4/4	3	1	1/32		1/32	1	218											19			
13	13	387/8	387/8	0.125		3/32	3/32	Chord	4/4	3	1	1/32		1/32	1	219											19			
13	13	97/2	97/2	0.125		1/8	1/8	Chord	4/4	3	1	1/32		1/32	1	220											19			
13	13	389/8	389/8	0.125		5/32	5/32	Chord	4/4	3	1	1/32		1/32	1	221											19			
13	13	195/4	195/4	0.125		3/16	3/16	Chord	4/4	3	1	1/32		1/32	1	222											19			
13	13	391/8	391/8	0.125		7/32	7/32	Chord	4/4	3	1	1/32		1/32	1	223														
13	13	50	50	0.16666666666666666		1/2	1/2	Chord	4/4	3	1	1/24		1/16	2/3	224											20			
13	13	301/6	301/6	0.16666666666666666		13/24	13/24	Chord	4/4	3	1	1/24		1/16	2/3	225											20			
13	13	151/3	151/3	0.16666666666666666		7/12	7/12	Chord	4/4	3	1	1/24		1/16	2/3	226											20			
13	13	101/2	101/2	0.16666666666666666		5/8	5/8	Chord	4/4	3	1	1/24		1/16	2/3	227											20			
13	13	152/3	152/3	0.16666666666666666		2/3	2/3	Chord	4/4	3	1	1/24		1/16	2/3	228											20			
13	13	305/6	305/6	0.16666666666666666		17/24	17/24	Chord	4/4	3	1	1/24		1/16	2/3	229														
14	14	55	55	0.0		3/4	3/4	Dynamic	4/4	1	1	0							f											
14	14	55	55	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	230	wach'	und												
14	14	52	52	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	231														
14	14	54	54	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	232														
14	14	55	55	0.0		3/4	3/4	Dynamic	4/4	2	1	0							mf											
14	14	55	55	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	233														
14	14	52	52	0.16666666666666666		0	0	Chord	4/4	3	1	1/24		1/16	2/3	234											21			
14	14	313/6	313/6	0.16666666666666666		1/24	1/24	Chord	4/4	3	1	1/24		1/16	2/3	235											21			
14	14	157/3	157/3	0.16666666666666666		1/12	1/12	Chord	4/4	3	1	1/24		1/16	2/3	236											21			
14	14	105/2	105/2	0.16666666666666666		1/8	1/8	Chord	4/4	3	1	1/24		1/16	2/3	237											21			
14	14	158/3	158/3	0.16666666666666666		1/6	1/6	Chord	4/4	3	1	1/24		1/16	2/3	238											21			
14	14	317/6	317/6	0.16666666666666666		5/24	5/24	Chord	4/4	3	1	1/24		1/16	2/3	239														
14	14	53	53	0.16666666666666666		1/4	1/4	Chord	4/4	3	1	1/24		1/16	2/3	240											22			
14	14	319/6	319/6	0.16666666666666666		7/24	7/24	Chord	4/4	3	1	1/24		1/16	2/3	241											22			
14	14	160/3	160/3	0.16666666666666666		1/3	1/3	Chord	4/4	3	1	1/24		1/16	2/3	242											22			
14	14	107/2	107/2	0.16666666666666666		3/8	3/8	Chord	4/4	3	1	1/24		1/16	2/3	243											22			
14	14	161/3	161/3	0.16666666666666666		5/12	5/12	Chord	4/4	3	1	1/24		1/16	2/3	244											22			
14	14	323/6	323/6	0.16666666666666666		11/24	11/24	Chord	4/4	3	1	1/24		1/16	2/3	245														
14	14	55	55	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	246														
15	15	56	56	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	247	auf	dei-												
15	15	57	57	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	248	du	-ne												
