mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	F.I{					F	I		I	I						{	M	0	0	-1, 3, 0		-1	-1	0	13	0.0	0.0	0.625	0.0
1	1	3/4	3/4	4/4	3	1	viio43/V					F	I		viio43/V	vii	o	43		V			o7	0	0	-1, -4, 5, 2		5	-1	0	7	0.0	0.0	0.875	0.0
2	2	0	0	4/4	3	1	V6(2)					F	I		V6(2)	V		6	2				M	0	0	4, 1, 2		0	4	0	14	0.0	0.0	1.0	0.0
2	2	3/4	3/4	4/4	3	1	V6					F	I		V6	V		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	0.75	0.0
3	3	0	0	4/4	3	1	IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	0	13	0.0	0.0	0.625	0.0
3	3	3/4	3/4	4/4	3	1	vii%2					F	I		vii%2	vii	%	2					%7	0	0	2, 4, 1, -2		4	2	0	7	0.0	0.0	0.875	0.0
4	4	0	0	4/4	3	1	#viio7/vi					F	I		#viio7/vi	#vii	o	7		vi			o7	0	0	7, 4, 1, -2		7	7	0	14	0.0	0.0	1.0	0.0
4	4	3/4	3/4	4/4	3	1	#viio43/ii					F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	0, -3, 6, 3		6	0	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
5	5	0	0	4/4	3	1	#iv7					F	I		#iv7	#iv		7					mm7	0	0	5, 2, 6, 3		5	5	0	15	0.0	0.0	1.0	0.0
5	5	3/4	3/4	4/4	3	1	viio43					F	I		viio43	vii	o	43					o7	0	0	-2, -5, 4, 1		4	-2	0	7	0.0	0.0	0.875	0.0
6	6	0	0	4/4	3	1	iii7					F	I		iii7	iii		7					mm7	0	0	3, 0, 4, 1		3	3	0	15	0.0	0.0	1.0	0.0
