mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	6/8	3	1	1/8	1/8	1		-5	37		5
1	1	1/8	1/8	6/8	3	1	1/8	1/8	1		-5	49		6
1	1	1/4	1/4	6/8	3	1	1/8	1/8	1		-4	56		7
1	1	1/4	1/4	6/8	3	1	1/8	1/8	1		-5	61		7
1	1	1/4	1/4	6/8	2	1	1/8	1/8	1		-1	65		1
1	1	1/4	1/4	6/8	2	1	1/8	1/8	1		-4	68		1
1	1	3/8	3/8	6/8	3	1	1/8	1/8	1		-2	58		8
1	1	3/8	3/8	6/8	3	1	1/8	1/8	1		-5	61		8
1	1	3/8	3/8	6/8	2	1	1/8	1/8	1		-6	66		2
1	1	3/8	3/8	6/8	2	1	1/8	1/8	1		-4	68		2
1	1	1/2	1/2	6/8	3	1	1/8	1/8	1		-2	58		9
1	1	1/2	1/2	6/8	3	1	1/8	1/8	1		-5	61		9
1	1	1/2	1/2	6/8	2	1	1/8	1/8	1		-6	66		3
1	1	1/2	1/2	6/8	2	1	1/8	1/8	1		-4	68		3
1	1	5/8	5/8	6/8	3	1	1/8	1/8	1		-4	56		10
1	1	5/8	5/8	6/8	3	1	1/8	1/8	1		-5	61		10
1	1	5/8	5/8	6/8	2	1	1/8	1/8	1		-1	65		4
1	1	5/8	5/8	6/8	1	1	1/8	1/8	1		-4	68		0
1	1	5/8	5/8	6/8	2	1	1/8	1/8	1		-4	68		4
2	2	0	0	6/8	3	1	1/8	1/8	1		-6	54		21
2	2	0	0	6/8	3	1	1/8	1/8	1		-4	56		21
2	2	0	0	6/8	2	1	1/8	1/8	1		-3	63		15
2	2	0	0	6/8	2	1	1/8	1/8	1		-4	68		15
2	2	0	0	6/8	1	1	1/4	1/4	1		-4	68		11
2	2	1/8	1/8	6/8	3	1	1/8	1/8	1		-6	54		22
2	2	1/8	1/8	6/8	3	1	1/8	1/8	1		-4	56		22
2	2	1/8	1/8	6/8	2	1	1/8	1/8	1		-3	63		16
2	2	1/8	1/8	6/8	2	1	1/8	1/8	1		-4	68		16
2	2	1/4	1/4	6/8	3	1	1/8	1/8	1		-1	53		23
2	2	1/4	1/4	6/8	3	1	1/8	1/8	1		-4	56		23
2	2	1/4	1/4	6/8	2	1	1/8	1/8	1		-5	61		17
2	2	1/4	1/4	6/8	1	1	1/8	1/8	1		-4	68		12
2	2	1/4	1/4	6/8	2	1	1/8	1/8	1		-4	68		17
2	2	3/8	3/8	6/8	3	1	1/8	1/8	1		-4	44		24
2	2	3/8	3/8	6/8	3	1	1/8	1/8	1		-3	51		24
2	2	3/8	3/8	6/8	3	1	1/8	1/8	1		-6	54		24
2	2	3/8	3/8	6/8	2	1	1/8	1/8	1		0	60		18
2	2	3/8	3/8	6/8	2	1	1/8	1/8	1		-4	68		18
2	2	3/8	3/8	6/8	1	1	1/4	1/4	1		-4	68		13
2	2	1/2	1/2	6/8	3	1	1/8	1/8	1		-4	44		25
2	2	1/2	1/2	6/8	3	1	1/8	1/8	1		-5	49		25
2	2	1/2	1/2	6/8	3	1	1/8	1/8	1		-1	53		25
2	2	1/2	1/2	6/8	2	1	1/8	1/8	1		-2	58		19
2	2	1/2	1/2	6/8	2	1	1/8	1/8	1		-4	68		19
2	2	5/8	5/8	6/8	3	1	1/8	1/8	1		-4	44		26
2	2	5/8	5/8	6/8	3	1	1/8	1/8	1		-3	51		26
2	2	5/8	5/8	6/8	3	1	1/8	1/8	1		-6	54		26
2	2	5/8	5/8	6/8	2	1	1/8	1/8	1		0	60		20
2	2	5/8	5/8	6/8	1	1	1/8	1/8	1		-3	63		14
2	2	5/8	5/8	6/8	2	1	1/8	1/8	1		-4	68		20
3	3	0	0	6/8	3	1	1/8	1/8	1		-5	37		34
3	3	0	0	6/8	1	1	1/4	1/4	1		-6	66		27
3	3	1/8	1/8	6/8	3	1	1/8	1/8	1		-5	49		35
3	3	1/4	1/4	6/8	3	1	1/8	1/8	1		-4	56		36
3	3	1/4	1/4	6/8	3	1	1/8	1/8	1		-5	61		36
3	3	1/4	1/4	6/8	1	1	1/8	1/8	1		-1	65		28
3	3	1/4	1/4	6/8	2	1	1/8	1/8	1		-1	65		30
3	3	1/4	1/4	6/8	2	1	1/8	1/8	1		-4	68		30
3	3	3/8	3/8	6/8	3	1	1/8	1/8	1		-2	58		37
3	3	3/8	3/8	6/8	3	1	1/8	1/8	1		-5	61		37
3	3	3/8	3/8	6/8	2	1	1/8	1/8	1		-6	66		31
3	3	3/8	3/8	6/8	2	1	1/8	1/8	1		-4	68		31
3	3	1/2	1/2	6/8	3	1	1/8	1/8	1		-2	58		38
3	3	1/2	1/2	6/8	3	1	1/8	1/8	1		-5	61		38
3	3	1/2	1/2	6/8	2	1	1/8	1/8	1		-6	66		32
3	3	1/2	1/2	6/8	2	1	1/8	1/8	1		-4	68		32
3	3	5/8	5/8	6/8	3	1	1/8	1/8	1		-4	56		39
3	3	5/8	5/8	6/8	3	1	1/8	1/8	1		-5	61		39
3	3	5/8	5/8	6/8	2	1	1/8	1/8	1		-1	65		33
3	3	5/8	5/8	6/8	1	1	1/8	1/8	1		-4	68		29
3	3	5/8	5/8	6/8	2	1	1/8	1/8	1		-4	68		33
4	4	0	0	6/8	3	1	1/8	1/8	1		-6	54		51
4	4	0	0	6/8	3	1	1/8	1/8	1		-4	56		51
4	4	0	0	6/8	2	1	1/8	1/8	1		-3	63		45
4	4	0	0	6/8	2	1	1/8	1/8	1		-4	68		45
4	4	0	0	6/8	1	1	1/4	1/4	1		-3	75		40
