mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5	0	0	3/8	3	1	1/8	1/8	1		-5	49	Db3	3	5
1	1	0	0	0.25	0	0	3/8	2	2	1/16	1/16	1		-1	77	F5	5	2
1	1	0	0	0.75	0	0	3/8	2	1	3/16	1/8	3/2		-1	77	F5	5	0
1	1	1/4	1/4	0.25	1/16	1/16	3/8	2	2	1/16	1/16	1		-4	68	Ab4	4	3
1	1	1/2	1/2	0.25	1/8	1/8	3/8	2	2	1/16	1/16	1		-1	65	F4	4	4
1	1	3/4	3/4	0.25	3/16	3/16	3/8	3	1	1/16	1/16	1		-4	68	Ab4	4	6
1	1	3/4	3/4	0.75	3/16	3/16	3/8	2	1	3/16	1/8	3/2		-5	73	Db5	5	1
1	1	1	1	0.25	1/4	1/4	3/8	3	1	1/16	1/16	1		-1	65	F4	4	7
1	1	5/4	5/4	0.25	5/16	5/16	3/8	3	1	1/16	1/16	1		-4	56	Ab3	3	8
2	2	3/2	3/2	0.25	0	0	3/8	2	2	1/16	1/16	1		3	69	A4	4	11
2	2	3/2	3/2	1.0	0	0	3/8	2	1	1/4	1/4	1		3	69	A4	4	9
2	2	7/4	7/4	0.25	1/16	1/16	3/8	2	2	1/16	1/16	1		-8	64	Fb4	4	12
2	2	2	2	0.25	1/8	1/8	3/8	2	2	1/16	1/16	1		-5	61	Db4	4	13
2	2	9/4	9/4	0.25	3/16	3/16	3/8	3	1	1/16	1/16	1		-8	64	Fb4	4	14
2	2	5/2	5/2	0.25	1/4	1/4	3/8	3	1	1/16	1/16	1		-5	61	Db4	4	15
2	2	5/2	5/2	0.5	1/4	1/4	3/8	2	1	1/8	1/8	1		-2	70	Bb4	4	10
2	2	11/4	11/4	0.25	5/16	5/16	3/8	3	1	1/16	1/16	1		1	55	G3	3	16
3	3	3	3	0.5	0	0	3/8	3	1	1/8	1/8	1		0	48	C3	3	22
3	3	3	3	0.25	0	0	3/8	2	2	1/16	1/16	1		-3	75	Eb5	5	19
3	3	3	3	0.75	0	0	3/8	2	1	3/16	1/8	3/2		-3	75	Eb5	5	17
3	3	13/4	13/4	0.25	1/16	1/16	3/8	2	2	1/16	1/16	1		-4	68	Ab4	4	20
3	3	7/2	7/2	0.25	1/8	1/8	3/8	2	2	1/16	1/16	1		-3	63	Eb4	4	21
3	3	15/4	15/4	0.25	3/16	3/16	3/8	3	1	1/16	1/16	1		-3	63	Eb4	4	23
3	3	15/4	15/4	0.75	3/16	3/16	3/8	2	1	3/16	1/8	3/2		0	72	C5	5	18
3	3	4	4	0.25	1/4	1/4	3/8	3	1	1/16	1/16	1		-4	56	Ab3	3	24
3	3	17/4	17/4	0.25	5/16	5/16	3/8	3	1	1/16	1/16	1		-3	51	Eb3	3	25
4	4	9/2	9/2	0.5	0	0	3/8	3	1	1/8	1/8	1		-7	47	Cb3	3	31
4	4	9/2	9/2	0.25	0	0	3/8	2	2	1/16	1/16	1		1	67	G4	4	28
4	4	9/2	9/2	1.0	0	0	3/8	2	1	1/4	1/4	1		1	67	G4	4	26
4	4	19/4	19/4	0.25	1/16	1/16	3/8	2	2	1/16	1/16	1		2	62	D4	4	29
4	4	5	5	0.25	1/8	1/8	3/8	2	2	1/16	1/16	1		-7	59	Cb4	4	30
4	4	21/4	21/4	0.25	3/16	3/16	3/8	3	1	1/16	1/16	1		2	62	D4	4	32
4	4	11/2	11/2	0.25	1/4	1/4	3/8	3	1	1/16	1/16	1		-4	56	Ab3	3	33
4	4	11/2	11/2	0.5	1/4	1/4	3/8	2	1	1/8	1/8	1		-4	68	Ab4	4	27
4	4	23/4	23/4	0.25	5/16	5/16	3/8	3	1	1/16	1/16	1		-1	53	F3	3	34
5	5	6	6	0.5	0	0	3/8	3	1	1/8	1/8	1		-2	46	Bb2	2	40
5	5	6	6	0.25	0	0	3/8	2	2	1/16	1/16	1		-5	73	Db5	5	37
5	5	6	6	0.75	0	0	3/8	2	1	3/16	1/8	3/2		-5	73	Db5	5	35
5	5	25/4	25/4	0.25	1/16	1/16	3/8	2	2	1/16	1/16	1		-6	66	Gb4	4	38
5	5	13/2	13/2	0.25	1/8	1/8	3/8	2	2	1/16	1/16	1		-5	61	Db4	4	39
5	5	27/4	27/4	0.25	3/16	3/16	3/8	3	1	1/16	1/16	1		-5	61	Db4	4	41
5	5	27/4	27/4	0.75	3/16	3/16	3/8	2	1	3/16	1/8	3/2	1	-6	66	Gb4	4	36
