mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
11	11	92/3	92/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	142
11	11	92/3	92/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		0	60	C4	4	142
11	11	92/3	92/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	135
11	11	92/3	92/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		0	72	C5	5	135
11	11	31	31	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	143
11	11	31	31	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		0	60	C4	4	143
11	11	31	31	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	136
11	11	31	31	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	72	C5	5	136
11	11	63/2	63/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	144
11	11	63/2	63/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	144
11	11	63/2	63/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	137
11	11	63/2	63/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	131
11	11	63/2	63/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		0	72	C5	5	137
11	11	32	32	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		1	55	G3	3	145
11	11	32	32	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	145
11	11	32	32	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	138
11	11	32	32	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	132
11	11	32	32	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	138
11	11	65/2	65/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	146
11	11	65/2	65/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	146
11	11	65/2	65/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	139
11	11	65/2	65/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	133
11	11	65/2	65/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	72	C5	5	139
12	12	33	33	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-4	44	Ab2	2	155
12	12	33	33	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	147
12	12	100/3	100/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	156
12	12	100/3	100/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-9	57	Bbb3	3	156
12	12	100/3	100/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	149
12	12	100/3	100/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		6	66	F#4	4	149
12	12	100/3	100/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		0	72	C5	5	149
12	12	101/3	101/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	157
12	12	101/3	101/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-9	57	Bbb3	3	157
12	12	101/3	101/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	150
12	12	101/3	101/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		6	66	F#4	4	150
12	12	101/3	101/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		0	72	C5	5	150
12	12	34	34	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	158
12	12	34	34	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-9	57	Bbb3	3	158
12	12	34	34	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	151
12	12	34	34	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		6	66	F#4	4	151
12	12	34	34	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	72	C5	5	151
12	12	69/2	69/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	159
12	12	69/2	69/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-9	57	Bbb3	3	159
12	12	69/2	69/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	152
12	12	69/2	69/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		6	66	F#4	4	152
12	12	69/2	69/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		0	72	C5	5	152
12	12	35	35	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	160
12	12	35	35	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	160
12	12	35	35	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	153
12	12	35	35	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		1	67	G4	4	153
12	12	35	35	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	153
12	12	35	35	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-5	73	Db5	5	148
12	12	71/2	71/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	161
12	12	71/2	71/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	161
12	12	71/2	71/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	154
12	12	71/2	71/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	154
12	12	71/2	71/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	154
13	13	36	36	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-4	44	Ab2	2	173
13	13	36	36	1.0	0	0	3/4	1	1	1/4		1/4	1		2	74	D5	5	162
13	13	109/3	109/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	174
13	13	109/3	109/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		5	59	B3	3	174
13	13	109/3	109/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-1	65	F4	4	167
13	13	109/3	109/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-4	68	Ab4	4	167
13	13	109/3	109/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		2	74	D5	5	167
13	13	110/3	110/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	175
13	13	110/3	110/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		5	59	B3	3	175
13	13	110/3	110/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-1	65	F4	4	168
13	13	110/3	110/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-4	68	Ab4	4	168
13	13	110/3	110/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		2	74	D5	5	168
13	13	37	37	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	176
13	13	37	37	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		5	59	B3	3	176
13	13	37	37	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	F4	4	169
13	13	37	37	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	169
13	13	37	37	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	163
13	13	37	37	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		2	74	D5	5	169
13	13	75/2	75/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	177
13	13	75/2	75/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	170
13	13	75/2	75/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	170
13	13	75/2	75/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	164
13	13	75/2	75/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	170
13	13	38	38	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-5	61	Db4	4	178
13	13	38	38	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	171
13	13	38	38	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-1	65	F4	4	178
13	13	38	38	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77	F5	5	165
13	13	38	38	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	77	F5	5	171
13	13	77/2	77/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	179
13	13	77/2	77/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	172
13	13	77/2	77/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-3	63	Eb4	4	179
13	13	77/2	77/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	166
13	13	77/2	77/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	172
14	14	39	39	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-3	39	Eb2	2	187
14	14	39	39	2.0	0	0	3/4	1	1	1/2		1/2	1		-2	70	Bb4	4	180
14	14	118/3	118/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	188
14	14	118/3	118/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-2	58	Bb3	3	188
14	14	118/3	118/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	181
14	14	118/3	118/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		1	67	G4	4	181
14	14	118/3	118/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	181
14	14	119/3	119/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	189
14	14	119/3	119/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-2	58	Bb3	3	189
14	14	119/3	119/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	182
14	14	119/3	119/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		1	67	G4	4	182
14	14	119/3	119/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	182
14	14	40	40	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	190
14	14	40	40	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	190
14	14	40	40	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	183
14	14	40	40	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		1	67	G4	4	183
14	14	40	40	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	183
14	14	81/2	81/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	191
14	14	81/2	81/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	191
14	14	81/2	81/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	184
14	14	81/2	81/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	184
14	14	81/2	81/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	184
14	14	41	41	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	192
14	14	41	41	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	192
14	14	41	41	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	185
14	14	41	41	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		1	67	G4	4	185
14	14	41	41	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	185
14	14	83/2	83/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	193
14	14	83/2	83/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	193
14	14	83/2	83/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	186
14	14	83/2	83/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	186
14	14	83/2	83/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	186
15	15	42	42	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-3	39	Eb2	2	205
15	15	42	42	1.0	0	0	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	194
15	15	127/3	127/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	206
15	15	127/3	127/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-2	58	Bb3	3	206
15	15	127/3	127/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	199
15	15	127/3	127/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-6	66	Gb4	4	199
15	15	127/3	127/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	199
15	15	128/3	128/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	207
15	15	128/3	128/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-2	58	Bb3	3	207
15	15	128/3	128/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	200
15	15	128/3	128/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-6	66	Gb4	4	200
15	15	128/3	128/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	200
15	15	43	43	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	208
15	15	43	43	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	208
15	15	43	43	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	201
15	15	43	43	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-6	66	Gb4	4	201
15	15	43	43	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	195
15	15	43	43	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	201
15	15	87/2	87/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	209
15	15	87/2	87/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	209
15	15	87/2	87/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-6	66	Gb4	4	202
15	15	87/2	87/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	196
15	15	87/2	87/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	202
15	15	44	44	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-5	49	Db3	3	210
15	15	44	44	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	58	Bb3	3	210
15	15	44	44	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	F4	4	203
15	15	44	44	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	197
15	15	44	44	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	203
15	15	89/2	89/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		0	48	C3	3	211
15	15	89/2	89/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-1	53	F3	3	211
15	15	89/2	89/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	204
15	15	89/2	89/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	204
15	15	89/2	89/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	204
15	15	89/2	89/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	198
15	15	89/2	89/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	72	C5	5	204
16	16	45	45	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-2	34	Bb1	1	221
16	16	45	45	1.0	0	0	3/4	1	1	1/4		1/4	1		-5	73	Db5	5	212
16	16	136/3	136/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-2	46	Bb2	2	222
16	16	136/3	136/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-1	53	F3	3	222
16	16	136/3	136/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	215
16	16	136/3	136/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-1	65	F4	4	215
16	16	136/3	136/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-5	73	Db5	5	215
16	16	137/3	137/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-2	46	Bb2	2	223
16	16	137/3	137/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-1	53	F3	3	223
16	16	137/3	137/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	216
16	16	137/3	137/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-1	65	F4	4	216
16	16	137/3	137/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-5	73	Db5	5	216
16	16	46	46	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-2	46	Bb2	2	224
16	16	46	46	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-1	53	F3	3	224
16	16	46	46	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	217
16	16	46	46	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	F4	4	217
16	16	46	46	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	217
16	16	46	46	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-5	73	Db5	5	213
16	16	93/2	93/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-2	46	Bb2	2	225
16	16	93/2	93/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-1	53	F3	3	225
16	16	93/2	93/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	218
16	16	93/2	93/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	218
16	16	93/2	93/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	218
16	16	47	47	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	46	Bb2	2	226
16	16	47	47	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-1	53	F3	3	226
16	16	47	47	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	219
16	16	47	47	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	F4	4	219
16	16	47	47	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-5	73	Db5	5	219
16	16	95/2	95/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-5	49	Db3	3	227
16	16	95/2	95/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-8	52	Fb3	3	227
16	16	95/2	95/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	220
16	16	95/2	95/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	214
16	16	95/2	95/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	220
17	17	48	48	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-5	37	Db2	2	237
17	17	48	48	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-4	68	Ab4	4	228
17	17	145/3	145/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-5	49	Db3	3	238
17	17	145/3	145/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	238
17	17	145/3	145/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	232
17	17	145/3	145/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-8	64	Fb4	4	232
17	17	145/3	145/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-4	68	Ab4	4	232
17	17	146/3	146/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-5	49	Db3	3	239
17	17	146/3	146/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-4	56	Ab3	3	239
17	17	146/3	146/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	233
17	17	146/3	146/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-8	64	Fb4	4	233
17	17	146/3	146/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-4	68	Ab4	4	233
17	17	49	49	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-5	49	Db3	3	240
17	17	49	49	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	240
17	17	49	49	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	234
17	17	49	49	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-8	64	Fb4	4	234
17	17	49	49	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	234
17	17	99/2	99/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-5	49	Db3	3	241
17	17	99/2	99/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	241
17	17	99/2	99/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	235
17	17	99/2	99/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-8	64	Fb4	4	235
17	17	99/2	99/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	229
17	17	99/2	99/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	235
17	17	50	50	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	34	Bb1	1	242
17	17	50	50	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	230
17	17	101/2	101/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-2	46	Bb2	2	243
17	17	101/2	101/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	243
17	17	101/2	101/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	236
17	17	101/2	101/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-8	64	Fb4	4	236
17	17	101/2	101/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	236
17	17	101/2	101/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	231
18	18	51	51	0.3333333333333333	0	0	3/4	3	1	1/12		1/8	2/3		-3	39	Eb2	2	251
18	18	51	51	1.0	0	0	3/4	1	1	1/4		1/4	1		-3	63	Eb4	4	244
18	18	154/3	154/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	252
18	18	154/3	154/3	0.3333333333333333	1/12	1/12	3/4	3	1	1/12		1/8	2/3		1	55	G3	3	252
18	18	154/3	154/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	245
18	18	154/3	154/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	245
18	18	154/3	154/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	245
18	18	155/3	155/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		-3	51	Eb3	3	253
18	18	155/3	155/3	0.3333333333333333	1/6	1/6	3/4	3	1	1/12		1/8	2/3		1	55	G3	3	253
18	18	155/3	155/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-5	61	Db4	4	246
18	18	155/3	155/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-3	63	Eb4	4	246
18	18	155/3	155/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		-2	70	Bb4	4	246
18	18	52	52	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	254
18	18	52	52	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		1	55	G3	3	254
18	18	52	52	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	247
18	18	52	52	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	247
18	18	52	52	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	247
18	18	105/2	105/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	255
18	18	105/2	105/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		1	55	G3	3	255
18	18	105/2	105/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	248
18	18	105/2	105/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	248
18	18	105/2	105/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	248
18	18	53	53	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	256
18	18	53	53	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		-1	53	F3	3	256
18	18	53	53	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	249
18	18	53	53	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	249
18	18	53	53	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	68	Ab4	4	249
18	18	107/2	107/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-3	51	Eb3	3	257
18	18	107/2	107/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-4	56	Ab3	3	257
