mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	5/8	6/8	2	1	1/8		1/8	1		6	66		0
1	0	0	5/8	6/8	2	1	1/8		1/8	1	1	1	67		0
1	0	0	5/8	6/8	2	1	1/8		1/8	1		2	74		0
2	1	0	0	6/8	2	1	1/8		1/8	1		4	64		1
2	1	0	0	6/8	2	1	1/8		1/8	1	-1	1	67		1
2	1	0	0	6/8	2	1	1/8		1/8	1		7	73		1
2	1	1/8	1/8	6/8	3	1	0	acciaccatura	1/8	1		8	56		5
2	1	1/8	1/8	6/8	3	1	1/4		1/4	1		3	57		6
2	1	1/4	1/4	6/8	2	1	1/8		1/8	1		2	62		2
2	1	1/4	1/4	6/8	2	1	1/8		1/8	1	1	1	67		2
2	1	1/4	1/4	6/8	2	1	1/8		1/8	1		5	71		2
2	1	3/8	3/8	6/8	2	1	1/8		1/8	1		7	61		3
2	1	3/8	3/8	6/8	2	1	1/8		1/8	1	-1	1	67		3
2	1	3/8	3/8	6/8	2	1	1/8		1/8	1		3	69		3
2	1	1/2	1/2	6/8	3	1	1/4		1/4	1		3	57		7
2	1	5/8	5/8	6/8	2	1	1/8		1/8	1		1	67		4
2	1	5/8	5/8	6/8	2	1	1/8		1/8	1		3	69		4
2	1	5/8	5/8	6/8	2	1	1/8		1/8	1		4	76		4
3	2	0	0	6/8	2	1	1/8		1/8	1		6	66		8
3	2	0	0	6/8	2	1	1/8		1/8	1		3	69		8
3	2	0	0	6/8	2	1	1/8		1/8	1		2	74		8
3	2	1/8	1/8	6/8	3	1	0	acciaccatura	1/8	1		8	68		12
3	2	1/8	1/8	6/8	3	1	1/4		1/4	1		3	69		13
3	2	1/4	1/4	6/8	2	1	1/8		1/8	1		4	64		9
3	2	1/4	1/4	6/8	2	1	1/8		1/8	1		7	73		9
3	2	3/8	3/8	6/8	2	1	1/8		1/8	1		2	62		10
3	2	3/8	3/8	6/8	2	1	1/8		1/8	1		5	71		10
3	2	1/2	1/2	6/8	3	1	1/4		1/4	1		3	57		14
3	2	5/8	5/8	6/8	2	1	1/8		1/8	1		3	69		11
3	2	5/8	5/8	6/8	2	1	1/8		1/8	1	1	5	71		11
3	2	5/8	5/8	6/8	2	1	1/8		1/8	1		6	78		11
4	3	0	0	6/8	2	1	1/8		1/8	1		1	67		15
4	3	0	0	6/8	2	1	1/8		1/8	1	-1	5	71		15
4	3	0	0	6/8	2	1	1/8		1/8	1		4	76		15
4	3	1/8	1/8	6/8	3	1	0	acciaccatura	1/8	1		8	80		19
4	3	1/8	1/8	6/8	3	1	1/4		1/4	1		3	81		20
4	3	1/4	1/4	6/8	2	1	1/8		1/8	1		6	66		16
4	3	1/4	1/4	6/8	2	1	1/8		1/8	1		3	69		16
4	3	1/4	1/4	6/8	2	1	1/8		1/8	1		2	74		16
4	3	3/8	3/8	6/8	2	1	1/8		1/8	1		4	64		17
4	3	3/8	3/8	6/8	2	1	1/8		1/8	1		1	67		17
4	3	3/8	3/8	6/8	2	1	1/8		1/8	1		7	73		17
4	3	1/2	1/2	6/8	3	1	1/4		1/4	1		3	57		21
4	3	5/8	5/8	6/8	2	1	1/8		1/8	1		2	62		18
4	3	5/8	5/8	6/8	2	1	1/8		1/8	1	1	1	67		18
4	3	5/8	5/8	6/8	2	1	1/8		1/8	1		5	71		18
5	4	0	0	6/8	2	1	1/8		1/8	1		7	61		23
5	4	0	0	6/8	2	1	1/8		1/8	1	-1	1	67		23
5	4	0	0	6/8	2	1	1/8		1/8	1		3	69		23
5	4	1/8	1/8	6/8	3	1	1/4		1/4	1		3	57		27
5	4	1/4	1/4	6/8	2	1	1/8		1/8	1		2	62		24
5	4	1/4	1/4	6/8	2	1	1/8		1/8	1		1	67		24
5	4	1/4	1/4	6/8	2	1	1/8		1/8	1		5	71		24
5	4	3/8	3/8	6/8	2	1	1/8		1/8	1		7	61		25
5	4	3/8	3/8	6/8	2	1	1/8		1/8	1		1	67		25
